GWNum;Messstelle;Ca;Cl;DOC;LF_mS_m;K;Mg;Na;NO3;pH;SO4;SiO2;U;PSM;Rechtswert;Hochwert;Aquifer_kz;Aquifer;Aquifer2;landuse;landuse_num
60/763-0;SBR ZiegelhÅtte, Steinheim;127;15;0.4;58.8;3.5;2.9;5;33;7.09;18;8.6;0.0005;0;3580304;5394867;2;QUART?R TALF?LLUNGEN;Quaternary Alluvium;agr;1
600/068-1;QF 1 Seipfertquelle, K?nigschaffhausen;81;20.2;0.87;54.1;5.6;21.4;22.1;37.1;7.31;24.6;38.1;0.0027;0;3401230;5334110;92;KRISTALLIN (KAISERSTUHL);Crystalline Basement;agr;1
600/069-3;QF 2 Nonnensohlquelle, B?tzingen;117.3;16.7;0.8;66.5;1.8;21.6;7.2;35;7.24;45;24;0.0032;0;3402870;5327900;1;QUART?R M?CHTIGER L?SS (VORBERGZONE);Quaternary URG;agr;1
600/070-0;QF Schlemmerquelle Ebringen, Ebringen;101;5.2;0.63;51;0.97;14.5;3.1;13.2;7.26;21.3;6.3;0.0005;0;3409680;5313780;41;LIAS UND DOGGER (VORBERGZONE);Middle/Lower Jurassic;agr;1
600/071-1;QF Quelle 1 Dottingen, Ballrechten-Dottingen;148.2;15.8;0.5;78.7;0.7;20.1;6.3;70.9;7.62;73;10;0.0006;0;3402640;5302320;3;QUART?R HANGSCHUTT;multiple or undifferentiated;agr;1
600/072-2;QF 1 Kanderwasenquelle, Marlsburg-Marzell;4;1.2;0.4;4.1;1.1;0.8;2;8.9;6.51;5;10;0.0005;0;3405880;5294740;91;KRISTALLIN (SCHWARZWALD);Crystalline Basement;no_agr;0
600/073-4;QF Obere Quelle H?llstein, Steinen;99.4;8.1;0.3;57.1;1;29.3;2.8;23.3;7.15;20.9;9.2;0.0005;0.00004;3406720;5278150;72;MUSCHELKALK;Middle Triassic;no_agr;0
600/074-6;QF 3 Hindelbachquelle Degerfelden, Rheinfelden (Baden);100;4.7;0.3;56.9;0.8;28.4;1.6;5.9;7.14;24.1;5.6;0.0005;0;3404070;5271580;72;MUSCHELKALK;Middle Triassic;no_agr;0
600/116-2;QF Untere Quelle, Friesenheim-Erlenm?ttle;7;3.4;0.3;6.3;1.4;1.6;2.2;8.9;6.02;3;11;0.00025;0;3420410;5359900;81;BUNTSANDSTEIN;Lower Triassic;no_agr;0
600/117-4;QF 1 Wolfersbrunnen, Seelbach-Wittelbach;9.1;2.4;0.45;5.8;1.7;0.9;1.2;3.4;6.34;2.1;12.2;0.00025;0;3420790;5349570;81;BUNTSANDSTEIN;Lower Triassic;no_agr;0
600/118-1;QF Obere Bluemlismatt, Emmendingen-Mundingen;53.8;8.4;0;39.2;0.81;14.4;2.6;4.1;7.1;5.8;8.1;0.00025;0;3414330;5334860;81;BUNTSANDSTEIN;Lower Triassic;no_agr;0
600/121-0;QF Knappenquelle Todtnau, Todtnau;23.8;14.8;0.3;18.7;2.4;3.8;8.2;4;6.91;11;14;0.0013;0;3420240;5300790;91;KRISTALLIN (SCHWARZWALD);Crystalline Basement;no_agr;0
600/165-4;QF Diebsquelle, Gengenbach-Moosbach;2.5;2;0.4;4.4;2;0.8;0.8;10.2;4.81;5;7;0.00025;0;3432780;5366810;81;BUNTSANDSTEIN;Lower Triassic;no_agr;0
600/168-5;QF Ecklequelle, Niederwinden;12.9;2.3;0.4;12;1.4;2.6;7.3;19.9;6.12;11;23;0.00025;0;3425770;5333720;91;KRISTALLIN (SCHWARZWALD);Crystalline Basement;no_agr;0
600/169-7;QF Rauquelle, Waldkirch;14.7;15.9;0.2;11.8;0.7;3;5.9;6.6;7.37;8;11;0.00025;0;3425790;5325850;91;KRISTALLIN (SCHWARZWALD);Crystalline Basement;no_agr;0
600/171-5;QF 1 Kesslerbrunnen Hinterzarten, Hinterzarten;6.8;7.6;0.4;6.9;0.7;1.5;4.4;5.3;6.16;5;12;0.00025;0;3432455;5306940;91;KRISTALLIN (SCHWARZWALD);Crystalline Basement;no_agr;0
600/173-8;QF 2 Rehbrunnenmoos G?rwihl, G?rwihl;3.9;1.4;0.4;3.6;0.5;0.7;2.8;3.1;6.18;1;13;0.00025;0;3428260;5279420;91;KRISTALLIN (SCHWARZWALD);Crystalline Basement;no_agr;0
600/218-7;QF H1 Heidensteinquelle, Nuˇbach;9.8;11.9;0.3;10.8;2.1;4.4;3.1;7.1;6.66;2;7;0.00025;0;3445080;5330300;91;KRISTALLIN (SCHWARZWALD);Crystalline Basement;no_agr;0
600/220-3;QF Schliefelequelle R?tenbach, Friedenweiler;12.4;3;0.3;10.1;1.1;4.7;1.4;2.2;6.43;2;6;0.00025;0;3446915;5307250;81;BUNTSANDSTEIN;Lower Triassic;no_agr;0
600/222-6;QF Sportplatz, H?chenschwand;19;32.7;0.53;18.3;1.36;4.5;0;10.5;6.11;5.4;17.9;0.0006;0;3437785;5289520;91;KRISTALLIN (SCHWARZWALD);Crystalline Basement;no_agr;0
600/223-8;QF 4 Versorgungsquelle Dietlingen, Weilheim;119;5.5;0.68;63.1;0.5;20.8;2.2;23.9;7.48;101.2;6.2;0.00025;0.00018;3442983;5281574;72;MUSCHELKALK;Middle Triassic;no_agr;0
600/260-0;QF LochmÅhle, Ettlingen-Oberweier;11.4;3.8;0.2;9.1;1.4;2.8;2.6;6.2;6.43;6;10;0.00025;0;3454780;5418600;81;BUNTSANDSTEIN;Lower Triassic;no_agr;0
600/261-2;QF J?gerbrunnen, Schielberg;4.7;2.4;0.32;4.7;1.8;1.1;1.4;8.6;6.37;3.9;7.9;0.00025;0;3459030;5410475;81;BUNTSANDSTEIN;Lower Triassic;no_agr;0
600/263-6;QF Winterhardtquelle, Gausbach;4.4;1.5;0.3;4.6;1.7;1.4;0.7;4.6;6.27;5.4;6.9;0.00025;0;3455582;5394118;81;BUNTSANDSTEIN;Lower Triassic;no_agr;0
600/268-0;QF Harzlochquelle, St. Georgen;7.1;11;0.4;8.3;2;2.3;3.1;10.2;5.89;5;6;0.00025;0;3451350;5333900;81;BUNTSANDSTEIN;Lower Triassic;no_agr;0
600/269-2;QF Winterhalde, Villingen-Schwenningen;2.1;1.4;0.3;2.5;0.9;0.7;1;0.9;5.6;2;7;0.00025;0;3451850;5323570;81;BUNTSANDSTEIN;Lower Triassic;no_agr;0
600/272-0;QF 2 RÅbenreute Grimmelshofen, StÅhlingen;83.3;14.4;0.45;63.8;0.66;40.3;2.2;54.2;7.6;31.2;7.5;0.0009;0.00003;3462150;5294080;72;MUSCHELKALK;Middle Triassic;no_agr;0
600/309-4;QF Fritzenwiesen, Obergrombach;130;27.2;0.59;73.7;0.96;25;5.9;79.4;7.18;62.4;11.4;0.0014;0.00005;3471020;5436495;72;MUSCHELKALK;Middle Triassic;agr;1
600/321-0;QF Kureselquelle, Blumberg;145;45;0.6;65.9;0.6;2.6;19;17;7.13;17;4.9;0.00025;0;3467600;5298830;22;TERTI?R (ALBS?DRAND UND ALPENVORLAND);Tertiary AF/MB;no_agr;0
600/357-7;QF Grundlosenbrunnen, Angelbachtal;113;29.3;0.64;65.4;0.9;31.6;3.9;54.9;7.22;78.5;8.6;0.0021;0;3483570;5455750;61;GIPSKEUPER (FUˇ DES KEUPERBERGLANDES);Gipskeuper;agr;1
600/359-8;QF Eselsbrunnenquelle, Neibsheim;127.1;39.8;0.6;73.2;0.5;24.2;4.7;75.3;7.34;45;13;0.0013;0.00004;3477520;5438480;71;LETTENKEUPER;Lettenkeuper;agr;1
600/371-0;QF Obere Hangennestquelle, Bittelbrunn;125;14.4;0.57;55.3;0.48;3;8.6;12.9;7.19;16.9;7.7;0.0005;0.00013;3487220;5303770;7;QUART?R MOR?NEN (ALPENVORLAND);Quaternary AF/MB;agr;1
600/407-7;QF Hintere Quelle, Hilsbach;127;29.6;0.61;65.9;0.6;23.8;4.6;52.9;7.23;48.8;13;0.0018;0.00004;3489210;5451450;51;H?HERER KEUPER (KEUPERBERGLAND);Upper Keuper;agr;1
600/421-0;QF Rienequelle, Nenzingen;112.6;29.3;0.6;70.8;1.5;27.8;12.3;48.3;7.24;28;13;0.0022;0.00002;3497020;5299850;22;TERTI?R (ALBS?DRAND UND ALPENVORLAND);Tertiary AF/MB;no_agr;0
600/468-4;QF Gretsbrunnen Strassberg, Straˇberg;115;34;0.98;52.8;0.5;1.9;16.7;14.4;7.12;11.4;6.6;0.0005;0;3507240;5337140;31;MALM WEIˇJURA (SCHW?BISCHE ALB);Upper Jurassic;agr;1
600/509-9;QF Stockbrunnen, Grossbottwar;510;36;0;225;4.9;82;15;64;6.94;1400;9;0.003;0;3520960;5430050;61;GIPSKEUPER (FUˇ DES KEUPERBERGLANDES);Gipskeuper;agr;1
600/517-2;QF Lichtensteinquelle Neufra, Neufra;92;2.1;0.6;47;0.5;17;1;9.5;7.3;9.6;3.3;0.0005;0;3512600;5347070;31;MALM WEIˇJURA (SCHW?BISCHE ALB);Upper Jurassic;agr;1
600/518-4;QF Haldenquelle, Veringenstadt;126;13;0.4;54;0.5;3.4;3.1;21;7.06;8.2;4.7;0.00025;0.00005;3516650;5338850;31;MALM WEIˇJURA (SCHW?BISCHE ALB);Upper Jurassic;no_agr;0
600/521-4;QF 1 Holzwiese Grossstadelhofen, Pfullendorf;76.9;6.6;0.5;38;0.5;4.5;3.2;22.1;7.48;16;11;0.0005;0;3522650;5303460;5;QUART?R EISZEITL.KIESE+SANDE (ALBS?DRAND, ALPENV.);Quaternary AF/MB;agr;1
600/554-9;QF N?chstquelle G?tzingen, Buchen (Odenwald);122;18;0.59;66.3;1;21;4.6;28;7.13;29;9.6;0.0007;0;3528520;5485000;72;MUSCHELKALK;Middle Triassic;agr;1
600/564-8;QF J?gerbrunnen, Beuren;130;5.6;0.82;62.6;1.3;8.4;5.1;11;7.19;35;7.2;0.00025;0;3530860;5383480;42;LIAS UND DOGGER (ALBVORLAND);Middle/Lower Jurassic;no_agr;0
600/603-0;QF Maisenbach-Hauptquelle, Hochhausen;133;37;0.56;74.8;6.2;21;6.2;35.1;7.18;61.4;8.4;0.0013;0.0001;3543450;5504420;81;BUNTSANDSTEIN;Lower Triassic;no_agr;0
600/605-4;QF Gailesquelle, W?lchingen;150;23.4;0;77.4;1.2;21.3;5.9;29.5;7.18;94.8;10.4;0.0007;0.00003;3544710;5483150;72;MUSCHELKALK;Middle Triassic;agr;1
600/607-8;QF Heiligenbrunnen, Neuenstein;98;67;0.7;77.2;1.1;48;10;41;7.25;29;9.5;0.0009;0;3546235;5452240;71;LETTENKEUPER;Lettenkeuper;agr;1
600/662-8;QF Im Krempel, Ottenbach;127.7;141.4;0.49;99;3.2;9.3;66.8;12.3;7.05;53.6;8.1;0.00025;0.00003;3555220;5401370;42;LIAS UND DOGGER (ALBVORLAND);Middle/Lower Jurassic;no_agr;0
600/665-7;QF Blautopf Blaubeuren, Blaubeuren;108.7;23.3;0.9;53.3;1.3;3.7;8.7;25.2;7.23;11;5;0.00025;0;3558080;5364560;31;MALM WEIˇJURA (SCHW?BISCHE ALB);Upper Jurassic;no_agr;0
6001/067-6;GWM flach Freischieˇen, Rust;74.6;15.9;0.72;37.5;1.5;4.5;9.3;0.5;7.59;28.9;10.2;0.0008;0;3406370;5347170;4;QUART?R EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Quaternary URG;no_agr;0
6002/067-1;GWM Tief Rust, Feindschieˇen;61.2;11.4;0.66;31.6;1.4;6.1;9.5;3.1;7.73;20.5;11;0.0006;0;3406370;5347170;4;QUART?R EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Quaternary URG;no_agr;0
601/169-1;QF 12 Obere Rankm?ttle M?rgen, Sankt M?rgen;3.5;2.1;0.4;3.9;0.6;0.9;2.6;8.4;5.85;4;10;0.00025;0;3432625;5320300;91;KRISTALLIN (SCHWARZWALD);Crystalline Basement;no_agr;0
601/171-0;QF K?hnermoosquelle Raitenbuch, Lenzkirch;4.3;6.1;0.3;4.9;0.7;1;3.2;4.1;6.07;3.5;12.2;0.00025;0;3435520;5302620;91;KRISTALLIN (SCHWARZWALD);Crystalline Basement;no_agr;0
601/212-5;QF 18, BAD-Lichtental;8.2;2.2;0.25;10.2;1.9;3.8;1;7.4;6.8;8.6;6.7;0.00025;0;3449935;5397585;81;BUNTSANDSTEIN;Lower Triassic;no_agr;0
601/320-3;QF Keckbrunnen, Biesingen;136;40.4;0.4;68.7;1.34;5.7;15.4;28.6;7.22;35.8;5.6;0.0008;0;3469330;5316600;42;LIAS UND DOGGER (ALBVORLAND);Middle/Lower Jurassic;agr;1
601/370-7;QF Bennenwiesquelle, Emmingen;131.4;13.6;0.6;56.5;0.6;1.6;3.7;19;7.23;9;6;0.00025;0;3487470;5311360;22;TERTI?R (ALBS?DRAND UND ALPENVORLAND);Tertiary AF/MB;no_agr;0
601/371-9;QF Steinerdobelquelle, Geisingen;130;15;0.4;55.5;0.5;2.7;3.3;32;7.13;10;5.4;0.0005;0;3476410;5303070;22;TERTI?R (ALBS?DRAND UND ALPENVORLAND);Tertiary AF/MB;agr;1
601/409-0;QF R?mersteigquelle, GÅndelbach;95.7;6.8;0.71;68.1;1.65;47.4;6.6;8.4;7.23;35.3;13.2;0.0043;0;3495620;5429220;51;H?HERER KEUPER (KEUPERBERGLAND);Upper Keuper;agr;1
601/467-7;QF Gassenbrunnen Gauselfingen, Burladingen;106;13;1.1;0;0.9;3.1;6.5;11;7.19;11;4.2;0.0005;0;3510340;5350180;31;MALM WEIˇJURA (SCHW?BISCHE ALB);Upper Jurassic;agr;1
601/517-7;QF Gallusquelle Hermentingen, Veringenstadt;109.3;14.1;0.6;52.7;0.7;8;5;16.4;7.24;10;5;0.0005;0;3516050;5340230;31;MALM WEIˇJURA (SCHW?BISCHE ALB);Upper Jurassic;agr;1
601/521-9;QF Stierlequelle Heiligenberg, Heiligenberg;89.9;14.6;0.48;53.4;0.8;18.7;5.2;27.5;7.43;20.8;8.9;0.0011;0;3523020;5298085;22;TERTI?R (ALBS?DRAND UND ALPENVORLAND);Tertiary AF/MB;no_agr;0
601/558-0;QF Gemeindebrunnen, NeuhÅtten;66;9.7;0.46;48.6;0.6;33;5;14.7;7.16;16;10;0.001;0.00005;3536130;5440800;51;H?HERER KEUPER (KEUPERBERGLAND);Upper Keuper;no_agr;0
601/559-1;QF Fr?hlichsbrunnen, NeuhÅtten;60;18;0;53.8;1.1;32;10;18;7.47;19;21.4;0.001;0;3534130;5440130;51;H?HERER KEUPER (KEUPERBERGLAND);Upper Keuper;no_agr;0
601/571-2;QF Betenbrunn Wintersulgen, Heiligenberg;103.7;5.7;0.4;48.5;0.5;6.6;3.8;9.3;7.27;10;9;0.0005;0;3526280;5297910;7;QUART?R MOR?NEN (ALPENVORLAND);Quaternary AF/MB;no_agr;0
601/655-2;QF 1 Frankenbrunnen, Wachbach;134;16.8;0.23;74.5;1.3;22.7;4.9;31;7.25;93.9;10.8;0.0005;0.00005;3556878;5477891;72;MUSCHELKALK;Middle Triassic;no_agr;0
601/705-5;HFB Habelbrunnen, Niederrimbach;132;27.8;0;81.2;6.5;24;7.3;48;7.36;102.1;10.7;0.0005;0;3572432;5482711;72;MUSCHELKALK;Middle Triassic;agr;1
601/759-1;QF Weichselbrrunnen, Jagstzell;50.1;3.4;0.64;39.3;0.86;31;3.6;7.2;7.53;25.3;12;0.001;0;3585320;5431100;51;H?HERER KEUPER (KEUPERBERGLAND);Upper Keuper;no_agr;0
6012/706-5;GWM P 1 Firma Ruia Global Fasteners, Schrozberg;106;8;3.76;80.2;4.33;59.6;10;0.5;7.04;117;12.5;0.0048;0;3570070;5468073;0;;multiple or undifferentiated;agr;1
602/071-0;QF 34 Sirnitzquelle Badenweiler, MÅllheim;20.3;3.1;0.4;20.8;1.2;3.7;5.8;7.5;7.32;11;11;0.0037;0;3404697;5296680;91;KRISTALLIN (SCHWARZWALD);Crystalline Basement;no_agr;0
602/116-1;Q BÅrklequelle, Seelbach;10.9;2.3;0.48;7.9;1.1;1.9;1.9;2.7;6.39;2.2;12.6;0.00025;0;3421010;5353460;81;BUNTSANDSTEIN;Lower Triassic;no_agr;0
602/118-0;QF 1 Tennenbach, Emmendingen;11.1;2.9;0.5;9.4;1.1;3.7;2.2;13.7;6.18;7;10;0.00025;0;3418200;5334520;81;BUNTSANDSTEIN;Lower Triassic;no_agr;0
602/213-1;QF Fliegenlochquelle, Forbach;3.6;1.3;0.35;4;1.2;1.3;1;3.7;5.8;4.2;5.7;0.00025;0;3448826;5392918;81;BUNTSANDSTEIN;Lower Triassic;no_agr;0
602/320-8;QF ?sterbachquelle, Geisingen;98;13.6;0.9;47;0.7;5.2;3.9;7.7;7.35;14.7;5.7;0.0005;0;3475100;5309740;31;MALM WEIˇJURA (SCHW?BISCHE ALB);Upper Jurassic;agr;1
602/371-9;QF Bleiche am Kohlerhof, Welschingen;124;46.3;0.69;67.8;4.04;11.7;20.6;24.8;7.12;21.4;8.5;0.0006;0.00005;3483630;5298460;5;QUART?R EISZEITL.KIESE+SANDE (ALBS?DRAND, ALPENV.);Quaternary AF/MB;no_agr;0
602/455-6;QF Kandelwiesenquelle, Neckargerach;35.5;9.2;0.21;22.8;1.18;10.2;3;5.9;7.28;6.4;8.3;0.00025;0;3507600;5475720;81;BUNTSANDSTEIN;Lower Triassic;no_agr;0
602/458-0;QF III Gewann MÅhlrain, Neipperg;138.8;41;0.58;92.7;2.01;52.9;10.8;51;7.02;103;9.6;0.0015;0;3504315;5440350;51;H?HERER KEUPER (KEUPERBERGLAND);Upper Keuper;no_agr;0
602/518-3;QF K?nigsgassenquelle, Veringenstadt;126;18;0.5;56;1.3;2;6.8;23;7.07;9.4;4.9;0.00025;0.00005;3514940;5335300;31;MALM WEIˇJURA (SCHW?BISCHE ALB);Upper Jurassic;no_agr;0
602/521-3;QF Victoriaquelle Beuren, Salem;99.2;38.4;0.48;56.7;0.6;14.2;10.7;7.3;7.37;14.1;8.4;0.0011;0;3524972;5297502;7;QUART?R MOR?NEN (ALPENVORLAND);Quaternary AF/MB;no_agr;0
602/661-3;QF MÅhlhalden, Alfdorf;26;2;0;22.6;1.2;14;4.5;2.8;6.95;21.5;11.6;0.0006;0;3551680;5416060;51;H?HERER KEUPER (KEUPERBERGLAND);Upper Keuper;no_agr;0
603/213-4;QF 4 Kaltenbrunnen, Sasbachwalden;2.9;1.3;0.3;3.4;1.2;1;0.9;6.2;5.88;4;4;0.00025;0;3440550;5387042;81;BUNTSANDSTEIN;Lower Triassic;no_agr;0
603/467-6;QF Fehla-Ursprung Burladingen, Burladingen;108;19;1.6;51;0.8;3.5;10;11;7.09;9.8;4;0.00025;0;3508360;5349920;31;MALM WEIˇJURA (SCHW?BISCHE ALB);Upper Jurassic;no_agr;0
603/657-5;QF Vogelberg, Kocherstetten;72;11.9;1.35;46.6;2.7;21.3;6;18.5;7.72;38.7;11.9;0.0005;0;3556005;5458800;72;MUSCHELKALK;Middle Triassic;agr;1
603/705-6;QF Benzenbrunnen, Neubronn;111;22.8;0.24;72.5;2.3;28.5;6.6;46;7.39;65.6;10.1;0.00025;0;3572260;5480820;72;MUSCHELKALK;Middle Triassic;no_agr;0
604/657-0;QF SÅd Leopoldsborn Schloss Stetten, Kocherstetten;79;27.9;1.9;54.2;1.6;21.8;12.1;24.8;7.09;20;10;0.0005;0;3557055;5459495;71;LETTENKEUPER;Lettenkeuper;agr;1
605/262-7;QF Wetzsteinbrunnenquelle, Weisenbach;5;1.9;0.5;5.2;2;1.8;1.1;6.6;6;6;7;0.00025;0;3455500;5397190;81;BUNTSANDSTEIN;Lower Triassic;no_agr;0
607/262-6;QSS I+II MÅhlgrabenquelle, Lautenbach;10.8;21.4;0.35;11.4;1.6;2.2;8.7;9.4;6.05;8.6;15.6;0.00025;0;3453744;5402380;91;KRISTALLIN (SCHWARZWALD);Crystalline Basement;no_agr;0
61/210-6;TB 5 WW Bietigheim, Bietigheim;93.5;15.7;0.6;54.7;1.4;5.7;6.1;49.6;7.35;37.8;12.9;0.0008;0.00022;3446960;5419535;4;QUART?R EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Quaternary URG;agr;1
61/273-7;TB Sportplatz Untereggingen, Eggingen;119;10.2;0.73;77.2;0.92;37.4;6.6;19.7;6.98;109;8.7;0.0008;0;3455210;5284700;2;QUART?R TALF?LLUNGEN;Quaternary Alluvium;agr;1
61/456-7;GWM N 3, Mosbach-Neckarelz;177;37.7;1.6;93.2;0.8;22.9;24.5;13.8;NA;51.9;9.9;0.001;0;3507850;5465800;2;QUART?R TALF?LLUNGEN;Quaternary Alluvium;no_agr;0
61/672-2;GWM 1 A/89 Waldburg, Waldburg;63;6.1;0.5;35.2;1;9.9;3.4;19.4;7.67;6.5;9.4;0.0006;0;3554843;5291502;7;QUART?R MOR?NEN (ALPENVORLAND);Quaternary AF/MB;no_agr;0
61/716-6;SBR Fa. Schwer Erbach, Erbach;163.4;49.7;2.1;81.7;2.6;12.1;19.9;0.5;6.9;96.4;5.4;0.0218;0.00002;3566910;5354850;5;QUART?R EISZEITL.KIESE+SANDE (ALBS?DRAND, ALPENV.);Quaternary AF/MB;no_agr;0
61/763-6;TB neu, Wasserweg, Sontheim am Albuch;121;21;0.8;63.1;1.3;17;5.9;1;7.24;47;19;0.0009;0;3578650;5394110;31;MALM WEIˇJURA (SCHW?BISCHE ALB);Upper Jurassic;agr;1
62/068-3;BBR Firma Mundinger, Malterdingen;41.5;9;0.52;23.8;1.2;5;7.5;1.6;7.81;13.2;10.3;0.00025;0;3408570;5335910;4;QUART?R EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Quaternary URG;no_agr;0
62/171-2;TB Bernau Gatterpl?tz, Bernau;5;3.1;0.5;3.7;0.26;1.3;2.2;2.4;6.3;2.1;5.6;0.00025;0;3426660;5297960;2;QUART?R TALF?LLUNGEN;Quaternary Alluvium;no_agr;0
62/456-2;BR TB II (Brunnen A), M-Neckarelz;130;24.9;1.3;72.3;0.5;22.9;12;20.4;NA;50.2;9;0.0009;0.00002;3507970;5465530;2;QUART?R TALF?LLUNGEN;Quaternary Alluvium;agr;1
62/515-0;HBR Fa.  J.J. Schlayer Pfullingen, Pfullingen;114;42.6;0.76;61.3;6.91;8.5;12.7;21;7.22;22.6;6.8;0.00025;0;3516885;5370550;2;QUART?R TALF?LLUNGEN;Quaternary Alluvium;no_agr;0
62/602-2;SBR Firma Petewe, Bestenheid;157;54.8;1.09;81.3;6.4;11.4;24.6;35.4;6.94;40.4;30.8;0.00025;0;3536720;5516340;2;QUART?R TALF?LLUNGEN;Quaternary Alluvium;no_agr;0
62/611-3;TB 1, Daimerstraˇe, Rudersberg-Oberndorf;106;70.1;0.62;91.5;2.9;53;23.5;6.8;7.12;123;10;0.0015;0;3539500;5416830;72;MUSCHELKALK;Middle Triassic;no_agr;0
62/619-5;GWM Bahnhof  CKW, Bad Saulgau;114;73;0.8;78;5.2;26;29;29;7.26;49;14;0.0006;0.00007;3537547;5319531;5;QUART?R EISZEITL.KIESE+SANDE (ALBS?DRAND, ALPENV.);Quaternary AF/MB;no_agr;0
63/070-0;TB 1 Aussiedlerhof Biengen, Bad Krozingen;60;20.6;0.33;25.3;1.26;7.6;8.7;23.9;7.13;20.6;14.7;0.0005;0.00004;3400848;5312320;4;QUART?R EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Quaternary URG;agr;1
63/458-3;BR Fa. Felix, Heilbronn-Biberach;601;33.7;0.8;245;8.6;84.1;14.1;1.5;NA;2320;6.3;0.00025;0;3511168;5450341;71;LETTENKEUPER;Lettenkeuper;no_agr;0
63/509-2;BR II Wolfseilen, Beilstein;116;26.7;0.27;74.8;1.6;36;6.5;33.2;7;29.4;8.6;0.0011;0;3521210;5433920;61;GIPSKEUPER (FUˇ DES KEUPERBERGLANDES);Gipskeuper;agr;1
63/662-0;SBR Sachsenhof, Schw?bisch GmÅnd;100;14.7;0;56.2;6.8;16;12;17.8;7.06;11.7;8.9;0.0014;0.00012;3554180;5406020;51;H?HERER KEUPER (KEUPERBERGLAND);Upper Keuper;agr;1
64/074-7;TB 4 Herten, Rheinfelden (Baden);131;14.5;0.3;72;1.9;26.4;9.1;21.4;7.1;72;7.1;0.0019;0.00003;3405906;5269243;2;QUART?R TALF?LLUNGEN;Quaternary Alluvium;no_agr;0
64/415-6;QF Hirrlinger MÅhle Hirrlingen, Hirrlingen;113;27.5;1.3;65.9;2.6;29.7;13.3;23.1;7.28;79.6;6.6;0.001;0;3490180;5364025;72;MUSCHELKALK;Middle Triassic;agr;1
64/672-9;GWM P 3/91 Waldburg, Waldburg;46;3;0.4;30;2.4;11.4;3.6;0.5;7.77;14.2;12.7;0.0025;0;3555277;5291553;7;QUART?R MOR?NEN (ALPENVORLAND);Quaternary AF/MB;no_agr;0
64/772-3;GWM 6/92 Rohrdorf, Isny im Allg?u;85;2.6;0.5;46.8;0.5;19;4.6;8.1;7.38;6.9;6.4;0.0009;0;3580905;5287875;5;QUART?R EISZEITL.KIESE+SANDE (ALBS?DRAND, ALPENV.);Quaternary AF/MB;no_agr;0
65/023-1;BR 2 Abwehrbrunnen Fa. KBC, L?rrach;66.5;26.1;0.55;44.7;2.2;12;15.4;15.9;7.09;59.3;11.8;0.0022;0.0001;3398980;5275218;2;QUART?R TALF?LLUNGEN;Quaternary Alluvium;no_agr;0
65/118-6;BBR Firma Schwaab, Emmendingen;40.8;17.4;1;28;2.5;6.2;11.1;29.5;6.28;24.1;10.5;0.00025;0;3414830;5330800;4;QUART?R EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Quaternary URG;no_agr;0
65/224-3;GWM 6 Rheinheim, KÅssaberg;117;9.1;0.57;62.6;0.72;15.1;4.1;19.8;7.16;21.7;7.3;0.0006;0;3449340;5272133;2;QUART?R TALF?LLUNGEN;Quaternary Alluvium;agr;1
65/602-9;BBR Firma Alfi GmbH, Bestenheid;82;53.6;0.33;57;3.7;20.1;13.2;43.8;7.23;31.9;12.5;0.0012;0.00007;3536200;5516800;81;BUNTSANDSTEIN;Lower Triassic;no_agr;0
66/118-1;TB 6 Firma Ramie, Emmendingen;38.1;17;0.61;29.5;2.71;6.6;12;28.4;6.12;27.2;10.9;0.00025;0.00002;3414890;5331060;4;QUART?R EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Quaternary URG;no_agr;0
66/123-1;QF 1 Eichwaldquelle Schweigmatt, Schopfheim;7.9;1.3;0;6.6;1;1.9;4;3.4;6.99;5.4;12.8;0.0007;0;3416150;5284000;91;KRISTALLIN (SCHWARZWALD);Crystalline Basement;no_agr;0
66/260-2;GWM 10 WW Durlacher Wald, KA;114;62.6;1.2;71.2;2.2;10.5;36.4;19;7.14;44.1;10.9;0.0012;0;3458680;5428250;4;QUART?R EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Quaternary URG;agr;1
66/356-7;GWM B45 Sickingerstraˇe, HD-Rohrbach;179;54;0.8;110.2;9.3;27;30;69;6.89;120;14.3;0.0013;0;3476984;5471948;4;QUART?R EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Quaternary URG;no_agr;0
66/358-5;BR Stifterhof, Odenheim;129;19.7;0.66;69.8;1.6;28.7;8.4;30;7.33;107;10.7;0.0017;0;3483838;5449700;51;H?HERER KEUPER (KEUPERBERGLAND);Upper Keuper;agr;1
66/456-4;BR I Firma Thielecke, Haˇmersheim;155;35.2;1.3;87.7;1.2;29.7;20.1;36.3;NA;74.3;14.1;0.0007;0;3510820;5463090;2;QUART?R TALF?LLUNGEN;Quaternary Alluvium;no_agr;0
66/508-6;BR Firma Baier & Schneider, Heilbronn;200;94;1.7;128.5;1.6;62;11;130;7.13;160;11.8;0.0035;0;3516740;5444615;2;QUART?R TALF?LLUNGEN;Quaternary Alluvium;no_agr;0
